Trajectories																		
100																		
	KNEE MODEL:SHIN1			KNEE MODEL:SHIN3			KNEE MODEL:SHIN2			KNEE MODEL:THIGH2			KNEE MODEL:THIGH3			KNEE MODEL:THIGH1		
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1108	30.694	274.655	306.069	-80.3173	280.247	210.213	122.964	333.88	200.856	-25.2559	377.478	36.3652	-1.29962	375.642	21.4994	14.941	400.377	33.4463
1109	28.3701	278.846	308.356	-81.7109	283.13	211.614	121.693	336.128	202.725	-25.2525	377.481	36.3613	-1.32409	375.639	21.4984	14.9124	400.382	33.4485
1110	26.6815	282.848	310.354	-82.8489	285.854	212.887	120.527	338.425	204.503	-25.2582	377.486	36.3652	-1.33999	375.671	21.4818	14.9188	400.381	33.426
1111	24.6955	286.99	312.404	-84.071	288.596	214.161	119.424	340.781	206.246	-25.2516	377.488	36.3669	-1.33043	375.644	21.4918	14.9072	400.389	33.4372
1112	23.1648	291.068	314.229	-85.1833	291.313	215.416	118.411	343.117	207.997	-25.2584	377.496	36.376	-1.33662	375.674	21.492	14.9297	400.383	33.4361
1113	21.1522	295.422	316.194	-86.2398	294.024	216.626	117.331	345.751	209.621	-25.2701	377.491	36.3828	-1.35166	375.678	21.507	14.9176	400.392	33.4549
1114	19.8515	299.706	317.875	-87.2144	296.715	217.804	116.289	348.591	211.194	-25.2817	377.481	36.3968	-1.34645	375.678	21.5041	14.9277	400.393	33.4551
1115	18.3444	304.133	319.591	-88.1409	299.416	218.977	115.311	351.568	212.781	-25.2765	377.49	36.3777	-1.34747	375.677	21.5083	14.9142	400.397	33.4524
1116	16.5752	308.676	321.37	-89.0187	302.095	220.059	114.331	354.557	214.279	-25.2718	377.491	36.3725	-1.31771	375.649	21.5019	14.9096	400.395	33.4423
1117	15.3397	313.009	322.827	-89.838	304.676	221.087	113.363	357.537	215.721	-25.2635	377.494	36.3698	-1.35534	375.679	21.4976	14.898	400.388	33.4358
1118	13.829	317.382	324.284	-90.855	307.431	222.115	112.399	360.419	217.075	-25.2686	377.494	36.3727	-1.36257	375.677	21.4934	14.9048	400.395	33.4362
1119	12.2776	321.781	325.672	-91.8418	310.223	223.097	111.459	363.261	218.346	-25.2799	377.494	36.3826	-1.36729	375.679	21.5023	14.9013	400.397	33.4496
1120	10.9609	326.077	326.965	-92.7296	312.956	224.041	110.577	366.133	219.513	-25.2864	377.495	36.3878	-1.36743	375.681	21.4967	14.9032	400.401	33.4567
1121	9.74217	330.379	328.1	-93.4831	315.57	224.921	109.742	369.105	220.602	-24.9303	377.555	36.182	-1.37406	375.681	21.5004	14.9124	400.402	33.4605
1122	8.53551	334.746	329.213	-94.1298	318.113	225.796	108.952	372.167	221.608	-24.7922	377.589	36.1104	-1.36047	375.685	21.5022	14.9018	400.399	33.4517
1123	7.47076	339.135	330.23	-94.7314	320.658	226.634	108.182	375.306	222.542	-24.7933	377.604	36.1043	-1.36144	375.686	21.4948	14.8988	400.397	33.4395
1124	6.36958	343.588	331.213	-95.3047	323.218	227.469	107.453	378.492	223.421	-24.8336	377.614	36.1266	-1.34857	375.68	21.5031	14.8985	400.397	33.4399
1125	5.30288	348.034	332.115	-95.8709	325.806	228.272	106.722	381.664	224.242	-24.7925	377.605	36.1117	-1.35255	375.682	21.5033	14.9003	400.401	33.4373
1126	4.23365	352.443	332.943	-96.4072	328.35	229.027	105.984	384.828	225.015	-24.7555	377.585	36.1167	-1.32104	375.655	21.5145	14.9028	400.404	33.4511
1127	3.18436	356.808	333.691	-96.9332	330.81	229.715	105.258	388.018	225.736	-24.7172	377.564	36.1141	-1.35006	375.684	21.5118	14.9034	400.4	33.4542
1128	2.09524	361.071	334.368	-97.4381	333.161	230.338	104.471	391.19	226.394	-24.7148	377.544	36.1219	-1.35205	375.685	21.5141	14.8967	400.406	33.463
1129	0.989692	365.274	334.927	-97.9448	335.416	230.878	103.688	394.348	226.986	-24.7214	377.527	36.1067	-1.358	375.682	21.4986	14.8986	400.402	33.4465
1130	-0.165167	369.385	335.439	-98.4886	337.614	231.384	102.852	397.536	227.544	-24.7728	377.516	36.1222	-1.37226	375.678	21.4964	14.8826	400.404	33.4435
1131	-1.34565	373.464	335.881	-99.0061	339.781	231.835	102.014	400.709	228.078	-24.7915	377.506	36.1378	-1.36319	375.682	21.4877	14.8944	400.405	33.4326
1132	-2.53954	377.452	336.276	-99.539	341.865	232.263	101.148	403.882	228.568	-24.8256	377.503	36.1732	-1.37171	375.683	21.4993	14.8886	400.409	33.4468
1133	-3.71258	381.297	336.597	-100.02	343.847	232.606	100.294	406.963	229.029	-24.836	377.5	36.1854	-1.34151	375.685	21.4974	14.9008	400.413	33.4458
1134	-4.93764	384.971	336.868	-100.572	345.741	232.907	99.4073	409.892	229.471	-24.882	377.504	36.2178	-1.34417	375.689	21.5136	14.8964	400.415	33.4615
1135	-6.20125	388.457	337.053	-101.169	347.585	233.134	98.5253	412.638	229.85	-24.905	377.505	36.2212	-1.33175	375.684	21.5037	14.9418	400.341	33.444
1136	-7.52127	391.748	337.198	-101.91	349.478	233.319	97.8025	415.094	230.311	-24.9497	377.507	36.2491	-1.35719	375.685	21.501	14.9011	400.379	33.452
1137	-8.87617	394.912	337.294	-102.698	351.348	233.438	96.8481	417.35	230.627	-24.961	377.511	36.2601	-1.3526	375.69	21.4858	14.8919	400.417	33.4335
1138	-10.3065	397.862	337.362	-103.539	353.106	233.499	95.7589	419.404	230.885	-25.0084	377.516	36.2924	-1.35872	375.689	21.4985	14.9114	400.391	33.4477
1139	-11.7149	400.563	337.379	-104.372	354.767	233.482	94.896	421.369	231.255	-25.0154	377.514	36.2964	-1.3293	375.697	21.4965	14.9001	400.424	33.4375
1140	-13.0865	403.069	337.376	-105.22	356.282	233.432	93.9205	423.123	231.542	-25.0519	377.521	36.3139	-1.33151	375.693	21.5097	14.8928	400.43	33.4519
1141	-14.4289	405.33	337.324	-106.018	357.66	233.32	93.045	424.894	231.856	-25.0584	377.525	36.3164	-1.32617	375.691	21.5036	14.905	400.426	33.4447
1142	-15.8092	407.393	337.287	-106.874	358.916	233.205	92.0975	426.211	232.147	-25.0848	377.523	36.3375	-1.3459	375.69	21.5046	14.8916	400.431	33.4558
1143	-17.1562	409.226	337.243	-107.685	360.043	233.036	91.3405	427.354	232.538	-25.0702	377.521	36.3349	-1.33233	375.687	21.4962	14.8999	400.425	33.4405
1144	-18.4896	410.832	337.184	-108.53	361.052	232.845	90.4664	428.416	232.875	-25.0949	377.525	36.3432	-1.33269	375.687	21.5003	14.8757	400.428	33.4422
1145	-19.8258	412.18	337.099	-109.421	361.956	232.569	89.5937	429.3	233.193	-25.0867	377.526	36.3354	-1.28163	375.659	21.4985	14.8961	400.431	33.4322
1146	-21.1962	413.286	336.989	-110.376	362.787	232.238	88.6782	430.027	233.508	-25.113	377.531	36.3545	-1.32312	375.689	21.5028	14.8889	400.434	33.4468
1147	-22.6496	414.399	336.901	-111.328	363.52	231.934	87.7346	430.664	233.89	-25.1073	377.533	36.3537	-1.33424	375.695	21.4968	14.9011	400.435	33.4485
1148	-24.1011	415.188	336.809	-112.348	364.184	231.521	86.7743	431.144	234.255	-25.1271	377.537	36.3629	-1.34654	375.695	21.4962	14.8952	400.437	33.455
1149	-25.4896	415.896	336.721	-113.316	364.779	231.152	85.8833	431.437	234.664	-25.1291	377.538	36.3585	-1.33858	375.691	21.4939	14.8966	400.436	33.4505
1150	-26.7833	416.417	336.64	-114.258	365.308	230.758	85.0454	431.574	235.02	-25.1322	377.535	36.3566	-1.30025	375.661	21.5029	14.8913	400.436	33.4477
1151	-27.9625	416.75	336.559	-115.109	365.711	230.389	84.2982	431.604	235.355	-25.123	377.531	36.3585	-1.28898	375.655	21.5022	14.8996	400.434	33.4417
1152	-29.0139	416.966	336.496	-115.861	365.973	230.056	83.6017	431.624	235.698	-25.1222	377.528	36.3619	-1.29071	375.654	21.499	14.8935	400.427	33.4396
1153	-29.9287	417.045	336.441	-116.475	366.077	229.732	83.0222	431.608	235.955	-25.1308	377.53	36.3646	-1.33084	375.687	21.4983	14.8913	400.432	33.4454
1154	-30.6143	416.962	336.396	-116.927	366.039	229.502	82.547	431.597	236.185	-25.1388	377.533	36.3548	-1.33824	375.691	21.4888	14.8943	400.434	33.4488
1155	-31.0815	416.769	336.376	-117.188	365.826	229.306	82.2145	431.558	236.339	-25.1458	377.537	36.3564	-1.33921	375.69	21.496	14.8988	400.439	33.4569
1156	-31.3281	416.431	336.376	-117.273	365.447	229.197	82.0124	431.523	236.427	-25.1362	377.536	36.3572	-1.32942	375.693	21.4953	14.8979	400.438	33.4498
1157	-31.4219	416.009	336.391	-117.209	364.93	229.157	81.8997	431.51	236.492	-25.1292	377.534	36.3644	-1.32182	375.693	21.4988	14.8937	400.443	33.4548
1158	-31.4003	415.571	336.399	-117.053	364.306	229.119	81.8349	431.575	236.475	-25.1281	377.533	36.3635	-1.32325	375.693	21.4918	14.893	400.44	33.4415
1159	-31.3233	415.081	336.423	-116.84	363.633	229.152	81.8052	431.65	236.47	-25.1361	377.53	36.3667	-1.3389	375.691	21.4945	14.8963	400.446	33.4591
1160	-31.179	414.587	336.442	-116.556	362.926	229.141	81.8284	431.755	236.428	-25.1218	377.528	36.3549	-1.3013	375.661	21.4888	14.9074	400.44	33.4499
1161	-30.9683	414.105	336.482	-116.213	362.186	229.203	81.8793	431.877	236.395	-25.1224	377.532	36.3597	-1.3204	375.692	21.4979	14.8986	400.441	33.4599
1162	-30.6741	413.565	336.52	-115.774	361.392	229.251	81.9622	432.072	236.333	-25.1011	377.526	36.3547	-1.30096	375.693	21.4958	14.9047	400.433	33.4419
1163	-30.3394	413.02	336.56	-115.286	360.522	229.334	82.0322	432.33	236.225	-25.1198	377.528	36.3653	-1.31705	375.69	21.5016	14.8922	400.429	33.451
1164	-29.9263	412.457	336.582	-114.704	359.569	229.443	82.0095	432.749	236.015	-25.1123	377.525	36.3457	-1.32027	375.687	21.486	14.9012	400.431	33.439
1165	-29.4595	411.88	336.62	-114.053	358.53	229.554	82.2418	433.254	235.961	-25.1344	377.525	36.3508	-1.34325	375.686	21.4828	14.8998	400.431	33.4513
1166	-28.9066	411.331	336.662	-113.306	357.458	229.698	82.4016	433.622	235.778	-25.1157	377.522	36.3383	-1.33012	375.684	21.4739	14.9156	400.436	33.4385
1167	-28.3061	410.797	336.731	-112.468	356.365	229.885	82.6571	434.085	235.678	-25.1078	377.522	36.3602	-1.31713	375.685	21.49	14.9092	400.438	33.4544
1168	-27.6694	410.324	336.788	-111.58	355.276	230.056	82.7352	434.624	235.42	-25.0698	377.519	36.3523	-1.28254	375.691	21.497	14.928	400.438	33.4455
1169	-27.0589	409.885	336.844	-110.699	354.185	230.273	82.9084	435.214	235.289	-25.0748	377.522	36.3628	-1.25551	375.665	21.5126	14.9136	400.44	33.4552
1170	-26.4132	409.44	336.877	-109.773	353.065	230.421	83.0658	435.924	235.088	-25.0713	377.52	36.3375	-1.25471	375.662	21.4969	14.9188	400.438	33.4413
1171	-25.6715	408.945	336.908	-108.798	351.91	230.642	83.2335	436.647	234.841	-25.1028	377.518	36.3385	-1.28135	375.659	21.4911	14.9125	400.439	33.4494
1172	-24.7883	408.414	336.934	-107.693	350.664	230.882	83.4776	437.395	234.525	-25.0863	377.516	36.3258	-1.26136	375.65	21.4783	14.9261	400.438	33.4355
1173	-23.7838	407.853	336.982	-106.407	349.292	231.17	83.7225	438.266	234.19	-25.0863	377.518	36.3394	-1.27029	375.65	21.4881	14.9234	400.439	33.4483
1174	-22.6669	407.381	337.012	-104.932	347.839	231.497	83.9795	439.294	233.829	-25.055	377.512	36.3339	-1.23788	375.654	21.4876	14.9379	400.442	33.4419
1175	-21.4995	406.956	337.043	-103.402	346.383	231.841	84.2174	440.472	233.394	-25.0552	377.512	36.3457	-1.24234	375.652	21.4977	14.9291	400.438	33.4528
1176	-20.2647	406.573	337.062	-101.76	344.898	232.2	84.4576	441.71	232.976	-25.0398	377.508	36.3355	-1.23249	375.65	21.491	14.9384	400.438	33.4419
1177	-19.0269	406.171	337.088	-100.069	343.4	232.529	84.6507	443.009	232.55	-25.0512	377.506	36.3402	-1.23464	375.655	21.4953	14.9354	400.441	33.4499
1178	-17.7684	405.738	337.111	-98.2817	341.864	232.832	84.8377	444.274	232.16	-25.0313	377.506	36.3353	-1.2146	375.655	21.4918	14.947	400.439	33.4416
1179	-16.4645	405.348	337.135	-96.3863	340.291	233.148	84.9766	445.694	231.756	-25.0363	377.504	36.3392	-1.20869	375.655	21.4977	14.9392	400.44	33.443
1180	-15.1498	405.047	337.146	-94.4086	338.711	233.464	85.1104	447.364	231.262	-25.0253	377.506	36.328	-1.20144	375.657	21.4967	14.9443	400.442	33.4424
1181	-13.8616	404.823	337.156	-92.4414	337.194	233.791	85.2561	448.857	230.894	-25.034	377.502	36.3238	-1.22654	375.653	21.4871	14.9436	400.442	33.4462
1182	-12.6636	404.662	337.16	-90.459	335.739	234.086	85.4516	450.256	230.554	-25.0224	377.499	36.3182	-1.23167	375.654	21.4787	14.9528	400.448	33.4478
1183	-11.4442	404.5	337.159	-88.4701	334.319	234.361	85.3128	451.863	230.127	-25.0053	377.495	36.3163	-1.2307	375.654	21.4779	14.9544	400.449	33.4459
1184	-10.1606	404.361	337.162	-86.3483	332.883	234.651	85.1135	453.566	229.695	-24.9832	377.496	36.3247	-1.2022	375.661	21.4924	14.9617	400.446	33.4472
1185	-8.7374	404.255	337.152	-84.0335	331.403	234.951	85.0244	455.341	229.245	-24.9426	377.488	36.3253	-1.16787	375.66	21.501	14.9665	400.446	33.4445
1186	-7.18915	404.228	337.13	-81.5046	329.879	235.313	84.9197	457.265	228.771	-24.9337	377.482	36.3295	-1.15626	375.659	21.51	14.9649	400.448	33.4486
1187	-5.55562	404.31	337.082	-78.8123	328.387	235.669	84.6594	459.508	228.234	-24.9373	377.48	36.3105	-1.16855	375.657	21.4944	14.9667	400.45	33.4393
1188	-3.87011	404.47	337.035	-75.6154	326.781	235.96	84.4965	461.637	227.689	-24.9619	377.482	36.2979	-1.19834	375.652	21.4837	14.9626	400.456	33.4439
1189	-2.14059	404.676	336.97	-73.101	325.563	236.304	84.2671	463.809	227.113	-24.9534	377.473	36.2768	-1.19697	375.649	21.4676	14.9658	400.451	33.4353
1190	-0.47128	404.935	336.907	-70.4195	324.334	236.656	83.9566	465.943	226.564	-24.9299	377.47	36.2831	-1.1964	375.648	21.4856	14.9639	400.452	33.4492
1191	1.14543	405.115	336.826	-67.6495	323.15	236.968	83.6127	468.039	226.075	-24.8492	377.437	36.2733	-1.11997	375.633	21.4935	14.9808	400.453	33.4426
1192	2.54141	405.485	336.77	-64.9873	322.05	237.264	83.1781	470.023	225.621	-24.8181	377.438	36.2795	-1.14926	375.658	21.506	14.9791	400.458	33.4559
1193	3.83853	405.843	336.697	-62.4468	321.039	237.496	82.7022	471.923	225.173	-24.7833	377.438	36.2537	-1.13974	375.659	21.4938	14.9784	400.464	33.4354
1194	5.03278	406.19	336.691	-60.0619	320.129	237.744	82.1697	473.698	224.773	-24.7862	377.445	36.234	-1.1583	375.661	21.4908	14.9717	400.469	33.4419
1195	6.12927	406.534	336.597	-57.7081	319.264	237.952	81.5683	475.431	224.38	-24.7743	377.452	36.2	-1.15713	375.657	21.4767	14.9802	400.471	33.4318
1196	7.12537	406.898	336.539	-55.5703	318.524	238.02	80.9022	477.102	224.075	-24.7514	377.445	36.2009	-1.12142	375.641	21.4928	14.9651	400.476	33.4441
1197	7.98671	407.247	336.423	-53.3268	317.653	238.258	80.1435	478.824	223.833	-24.6993	377.439	36.1825	-1.10413	375.642	21.4932	14.9822	400.475	33.4406
1198	8.72765	407.634	336.369	-51.3999	317.129	238.356	79.3774	480.321	223.538	-24.6837	377.434	36.1843	-1.15799	375.663	21.4943	14.9706	400.482	33.4547
1199	9.41983	408.088	336.354	-49.3896	316.479	238.427	78.547	481.922	223.277	-24.6492	377.429	36.1576	-1.10267	375.641	21.485	14.9834	400.48	33.4397
1200	10.0904	408.542	336.28	-47.4113	316.019	238.558	77.6428	483.543	223.026	-24.6439	377.425	36.1527	-1.1042	375.641	21.4896	14.9738	400.482	33.4449
1201	10.805	409.061	336.208	-45.2683	315.376	238.766	76.7257	485.189	222.765	-24.5977	377.42	36.1358	-1.07601	375.64	21.4841	14.9884	400.487	33.433
1202	11.4399	409.678	336.194	-43.3022	314.96	238.901	75.7991	486.782	222.503	-24.5789	377.417	36.1516	-1.06735	375.646	21.5021	14.9738	400.49	33.4368
1203	11.9649	410.319	336.098	-41.4124	314.608	239.11	74.8378	488.337	222.239	-24.5611	377.409	36.14	-1.05826	375.649	21.4982	14.991	400.495	33.4328
1204	12.317	410.94	336.048	-39.8924	314.491	239.118	73.8482	489.752	222.014	-24.5937	377.403	36.1379	-1.09152	375.647	21.4942	14.9717	400.5	33.4419
1205	12.5197	411.615	335.941	-38.4522	314.288	239.211	72.8683	491.089	221.815	-24.5979	377.397	36.1245	-1.09196	375.645	21.4802	14.9899	400.502	33.4424
1206	12.6641	412.203	335.92	-37.1258	314.117	239.339	71.8807	492.339	221.663	-24.6169	377.395	36.1331	-1.10755	375.642	21.481	14.9795	400.504	33.4472
1207	12.8135	412.792	335.906	-35.8134	313.984	239.448	70.9233	493.562	221.522	-24.5918	377.394	36.1363	-1.07897	375.642	21.4774	14.9834	400.501	33.4332
1208	12.9113	413.421	335.904	-34.5318	313.893	239.597	69.9424	494.788	221.403	-24.5915	377.399	36.1614	-1.06053	375.647	21.4929	14.9797	400.51	33.4343
1209	13.0007	414.053	335.885	-33.2381	313.823	239.714	68.8932	496.038	221.251	-24.5873	377.403	36.167	-1.04059	375.653	21.4955	14.9897	400.511	33.4332
1210	13.051	414.706	335.852	-31.9202	313.75	239.834	67.7499	497.307	221.081	-24.6138	377.399	36.1592	-1.05569	375.651	21.4937	14.9811	400.509	33.4388
1211	13.0573	415.357	335.823	-30.6125	313.69	239.934	66.6715	498.574	220.997	-24.63	377.394	36.1518	-1.07601	375.648	21.4835	14.9885	400.515	33.4386
1212	13.0161	416.012	335.795	-29.3062	313.667	240.043	65.3494	499.843	220.764	-24.6339	377.388	36.1467	-1.08977	375.644	21.4777	14.9872	400.512	33.4443
1213	13.0052	416.704	335.778	-27.9247	313.691	240.227	64.1696	501.102	220.654	-24.6176	377.381	36.1564	-1.0841	375.644	21.4778	14.9772	400.514	33.4378
1214	13.0167	417.409	335.766	-26.6247	313.714	240.311	62.9303	502.365	220.473	-24.5898	377.37	36.1573	-1.06714	375.648	21.4812	14.9009	400.56	33.4071
1215	12.991	418.168	335.755	-25.3051	313.766	240.461	61.7281	503.616	220.347	-24.5835	377.368	36.1679	-1.04248	375.648	21.4915	14.8995	400.563	33.4088
1216	12.9019	418.944	335.713	-23.984	313.889	240.604	60.4237	504.841	220.138	-24.5815	377.361	36.1616	-1.03738	375.648	21.4877	14.9014	400.564	33.4074
1217	12.8398	419.661	335.684	-22.7017	313.99	240.758	59.1023	506.079	219.953	-24.6105	377.367	36.1692	-1.04191	375.65	21.4913	14.9878	400.521	33.445
1218	12.6957	420.351	335.65	-21.5863	314.149	240.852	57.9146	507.209	219.834	-24.6092	377.365	36.1609	-1.049	375.654	21.4865	14.9955	400.524	33.4426
1219	12.499	421.015	335.626	-20.5707	314.289	240.96	56.7024	508.217	219.696	-24.6225	377.358	36.171	-1.06303	375.653	21.4893	14.9053	400.568	33.4301
1220	12.3786	421.587	335.599	-19.5472	314.433	241.085	55.6258	509.145	219.573	-24.6123	377.35	36.1661	-1.05768	375.653	21.4812	14.8997	400.568	33.416
1221	12.0708	422.194	335.456	-18.5857	314.562	241.183	54.5281	510.044	219.417	-24.6227	377.352	36.1747	-1.06227	375.651	21.4814	14.8971	400.575	33.417
1222	12.3025	422.776	335.539	-17.6959	314.819	241.197	53.6135	510.921	219.252	-24.6065	377.348	36.1699	-1.04618	375.649	21.4759	14.9022	400.571	33.4006
1223	12.1385	423.413	335.38	-16.5141	314.957	241.428	52.7115	511.8	219.085	-24.623	377.343	36.19	-1.04414	375.652	21.486	14.8906	400.571	33.4124
1224	12.4815	424.008	335.444	-15.5694	315.26	241.424	51.8364	512.666	218.875	-24.6094	377.342	36.1895	-1.02854	375.655	21.4862	14.9032	400.575	33.4118
1225	12.4561	424.635	335.299	-14.4308	315.488	241.578	50.9702	513.525	218.684	-24.6358	377.345	36.2041	-1.0367	375.658	21.5009	14.8976	400.582	33.4298
1226	12.8282	425.204	335.348	-13.3351	315.672	241.665	50.1887	514.303	218.473	-24.6381	377.338	36.1922	-1.02743	375.659	21.4903	14.9056	400.58	33.4191
1227	12.8159	425.707	335.174	-12.3306	315.857	241.777	49.4501	515.036	218.275	-24.6644	377.335	36.1978	-1.05503	375.656	21.4914	14.8924	400.583	33.4283
1228	13.0419	426.195	335.109	-11.383	316.067	241.847	48.5868	515.706	217.924	-24.655	377.331	36.1841	-1.04785	375.654	21.4672	14.904	400.582	33.4079
1229	13.2553	426.589	335.065	-10.5628	316.249	241.909	47.9756	516.278	217.729	-24.6582	377.323	36.198	-1.05932	375.654	21.4709	14.8925	400.589	33.4125
1230	13.5096	426.938	335.023	-9.73391	316.375	241.99	47.5503	516.75	217.599	-24.6337	377.324	36.196	-1.03108	375.658	21.4721	14.8994	400.589	33.4022
1231	13.6981	427.178	335.019	-9.09065	316.467	242.044	47.1566	517.148	217.541	-24.637	377.323	36.2217	-1.01857	375.661	21.4955	14.891	400.589	33.4201
1232	13.8463	427.324	334.995	-8.54969	316.475	242.04	46.8587	517.411	217.486	-24.6178	377.319	36.2224	-0.947227	375.667	21.5218	14.9059	400.593	33.4168
1233	13.8913	427.382	334.991	-8.18113	316.492	242.052	46.5646	517.575	217.479	-24.6492	377.321	36.2311	-1.01265	375.663	21.5061	14.8963	400.599	33.4323
1234	13.9672	427.386	334.969	-7.86296	316.454	242.009	46.3113	517.683	217.437	-24.6538	377.317	36.2106	-1.0217	375.659	21.4861	14.9041	400.6	33.419
1235	13.987	427.347	334.953	-7.62962	316.397	241.968	46.0889	517.744	217.438	-24.6883	377.312	36.204	-1.05219	375.66	21.4773	14.8962	400.603	33.4236
1236	14.073	427.285	334.938	-7.36576	316.338	241.94	45.9515	517.783	217.438	-24.6765	377.311	36.1921	-1.04337	375.658	21.4627	14.9007	400.598	33.4057
1237	14.1424	427.221	334.941	-7.13676	316.269	241.92	45.8459	517.81	217.472	-24.6621	377.306	36.2113	-1.03421	375.66	21.4752	14.8878	400.606	33.409
1238	14.2327	427.155	334.945	-6.89813	316.197	241.897	45.7645	517.846	217.507	-24.6192	377.304	36.2209	-0.994978	375.663	21.4847	14.9023	400.603	33.4097
1239	14.304	427.067	334.972	-6.72267	316.082	241.883	45.7097	517.83	217.558	-24.6118	377.299	36.237	-0.943611	375.668	21.5269	14.899	400.607	33.4252
1240	14.3694	426.933	334.979	-6.63098	316	241.839	45.703	517.753	217.596	-24.6229	377.303	36.2247	-0.987393	375.661	21.499	14.9016	400.603	33.4219
1241	14.3597	426.786	334.989	-6.63372	315.903	241.793	45.6862	517.662	217.651	-24.6541	377.303	36.2158	-1.00958	375.661	21.4937	14.9002	400.604	33.4263
1242	14.3419	426.574	334.993	-6.67282	315.792	241.728	45.6906	517.55	217.716	-24.6543	377.303	36.2033	-1.01927	375.661	21.4809	14.899	400.602	33.4155
1243	14.2802	426.375	335.005	-6.77076	315.677	241.662	45.6906	517.436	217.799	-24.6591	377.301	36.203	-1.02677	375.658	21.4742	14.8923	400.603	33.4055
1244	14.2578	426.2	335.018	-6.82075	315.566	241.608	45.7207	517.321	217.873	-24.6496	377.303	36.202	-1.0193	375.661	21.4674	14.8896	400.601	33.3995
1245	14.2864	426.087	335.029	-6.85706	315.479	241.559	45.8017	517.239	217.939	-24.6378	377.297	36.2058	-1.00673	375.658	21.4768	14.8998	400.599	33.402
1246	14.4434	426.044	335.034	-6.74317	315.451	241.574	45.9111	517.203	217.942	-24.6337	377.297	36.2199	-1.0083	375.653	21.491	14.9063	400.595	33.4238
1247	14.7137	426.104	335.009	-6.55544	315.495	241.597	46.0805	517.242	217.858	-24.621	377.298	36.2243	-1.00178	375.658	21.4979	14.9011	400.601	33.4289
1248	15.1251	426.256	334.974	-6.25077	315.602	241.646	46.2792	517.339	217.724	-24.6212	377.298	36.2326	-1.00092	375.658	21.5005	14.8998	400.602	33.4286
1249	15.583	426.497	334.927	-5.87802	315.735	241.667	46.4568	517.499	217.558	-24.6221	377.299	36.2145	-0.944604	375.666	21.5151	14.8939	400.6	33.4079
1250	16.0459	426.761	334.836	-5.40574	315.898	241.723	46.5691	517.718	217.325	-24.6471	377.299	36.2045	-1.00596	375.659	21.4804	14.8826	400.599	33.4017
1251	16.5275	427.068	334.734	-4.8438	316.088	241.775	46.6615	517.989	217.082	-24.6466	377.293	36.1832	-1.01118	375.655	21.4614	14.8975	400.598	33.3935
1252	17.0095	427.41	334.649	-4.24684	316.306	241.836	46.711	518.3	216.875	-24.6574	377.289	36.2032	-1.0304	375.653	21.4698	14.8964	400.605	33.4097
1253	17.5311	427.782	334.573	-3.54338	316.511	241.898	46.7012	518.69	216.666	-24.6328	377.289	36.212	-1.0088	375.658	21.4777	14.9074	400.61	33.4171
1254	18.0837	428.186	334.534	-2.74565	316.733	242.004	46.6365	519.069	216.473	-24.6232	377.287	36.2391	-0.988515	375.663	21.5065	14.9026	400.616	33.4365
1255	18.5889	428.574	334.447	-1.92517	316.922	242.051	46.4885	519.465	216.247	-24.5829	377.286	36.233	-0.912632	375.673	21.5263	14.908	400.622	33.4239
1256	19.0491	428.929	334.372	-1.07395	317.081	242.095	46.2328	519.91	216.057	-24.5981	377.278	36.2414	-0.919567	375.668	21.5189	14.8947	400.621	33.4154
1257	19.3686	429.276	334.247	-0.287096	317.247	242.066	45.9467	520.264	215.851	-24.6038	377.268	36.2113	-0.966696	375.664	21.4722	14.8984	400.619	33.3902
1258	19.7652	429.464	334.192	0.470637	317.383	242.096	45.6462	520.633	215.735	-24.6594	377.278	36.2197	-1.00413	375.663	21.4718	14.8875	400.627	33.4015
1259	20.186	429.691	334.176	1.23251	317.49	242.081	45.3778	520.949	215.629	-24.658	377.278	36.2147	-0.983641	375.667	21.4685	14.9095	400.629	33.4018
1260	20.4972	429.912	334.149	1.91911	317.579	242.106	45.0827	521.235	215.55	-24.6644	377.269	36.2433	-0.976704	375.669	21.4961	14.909	400.639	33.4333
1261	20.8029	430.11	334.091	2.67878	317.666	242.132	44.7911	521.553	215.458	-24.6185	377.266	36.2491	-0.946786	375.673	21.5054	14.9212	400.64	33.4332
1262	21.0512	430.315	334.048	3.29836	317.762	242.119	44.4021	521.851	215.319	-24.6012	377.251	36.257	-0.90227	375.673	21.5308	14.9067	400.644	33.4321
1263	21.2729	430.517	333.962	3.95521	317.882	242.097	44.0993	522.133	215.199	-24.6123	377.257	36.2362	-0.895765	375.676	21.5051	14.9023	400.64	33.3973
1264	21.415	430.736	333.91	4.55522	318.02	242.104	43.7171	522.447	215.118	-24.6461	377.261	36.2432	-0.96623	375.67	21.4753	14.8798	400.638	33.3905
1265	21.5472	430.974	333.87	5.12133	318.148	242.099	43.2933	522.753	215.027	-24.6436	377.261	36.2479	-0.946017	375.67	21.4706	14.8992	400.645	33.3895
1266	21.5922	431.206	333.866	5.62707	318.265	242.131	42.7783	523.051	214.952	-24.6557	377.257	36.263	-0.950634	375.672	21.4892	14.8947	400.649	33.4054
